Transcript,Customer Statement,Sentiment,Call Outcome,label
transcript_156.txt,You too. Bye.,Neutral,Issue Resolved,1
transcript_25.txt,"Great, thank you. I appreciate it.",Positive,Issue Resolved,2
transcript_14.txt,"Okay, Ill try that. pause Alright, Ive cleared my cache and cookies. Let me try logging in again. pause Still not working.",Neutral,Follow-up Needed,1
transcript_128.txt,"Hi, Im calling about a denied claim. My member ID is MEM123456. I received a letter stating that the service isnt covered under my policy, but Ive switched to a new policy that does cover it.",Negative,Issue Resolved,0
transcript_79.txt,"Okay... pause Yeah, Im getting the same error message. And my email address is jsmithemail.com.",Negative,Follow-up Needed,0
transcript_160.txt,frustrated Thats ridiculous. I switched policies over two months ago. How long does it take to update the system?,Negative,Follow-up Needed,0
transcript_79.txt,"Okay... pause Yeah, Im still getting the error message that my password is incorrect.",Negative,Follow-up Needed,0
transcript_84.txt,"Hi, Im having trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_183.txt,Its CLM789012. Ive already checked my policy and it says that the service is covered.,Neutral,Follow-up Needed,1
transcript_165.txt,Im scheduled to have a knee replacement surgery on March 15th. My doctor says I need to get preauthorization before the procedure.,Neutral,Issue Resolved,1
transcript_10.txt,"Its June 12th, 1985.",Neutral,Issue Resolved,1
transcript_140.txt,"My date of birth is March 12, 1985, and Im looking to see a cardiologist.",Neutral,Issue Resolved,1
transcript_39.txt,"Hi, Im calling about a claim I submitted that was denied. My name is Emily Wilson and my member ID is MEM123456. Can you help me with that?",Neutral,Issue Resolved,1
transcript_9.txt,"Hi, Im trying to register and log in to my online service account, but Im having some trouble. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_21.txt,"Okay, that sounds great. Thank you so much for your help. I really appreciate it.",Positive,Follow-up Needed,2
transcript_161.txt,"Hi, Im having some trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative,Issue Resolved,0
transcript_171.txt,"Thats great news, thank you so much for your help!",Positive,Issue Resolved,2
transcript_45.txt,"Okay, great. Thank you.",Positive,Issue Resolved,2
transcript_30.txt,"angrily I expect a call back within the next 24 hours with a resolution. If not, I will be forced to take my business elsewhere.",Negative,Follow-up Needed,0
transcript_0.txt,"Im scheduled to undergo an MRI scan for a knee injury. My doctors office has already submitted the request, but I wanted to confirm the status and ensure that its covered under my plan.",Neutral,Issue Resolved,1
transcript_48.txt,"Thats great, thank you so much for your help!",Positive,Issue Resolved,2
transcript_146.txt,"No, thats all. Thank you again.",Positive,Issue Resolved,2
transcript_46.txt,Okay... Yes! Im in! Thank you so much for your help!,Positive,Follow-up Needed,2
transcript_30.txt,sighs Fine...,Neutral,Follow-up Needed,1
transcript_193.txt,Goodbye.,Neutral,Issue Resolved,1
transcript_4.txt,That sounds great. Can you tell me a bit more about Dr. Smith and Dr. Johnson? What are their specialties within dermatology?,Positive,Issue Resolved,2
transcript_104.txt,Youre welcome. Thank you for your help.,Positive,Issue Resolved,2
transcript_30.txt,"angrily I expect a call back within the next 24 hours with a resolution. If not, I will be forced to take my business elsewhere.",Negative,Follow-up Needed,0
transcript_172.txt,Thats correct. Thank you again for your help.,Positive,Issue Resolved,2
transcript_127.txt,"Hi, Im calling about a denied claim I received for a recent medical service. My name is Emily Wilson and my member ID is MEM123456.",Neutral,Issue Resolved,1
transcript_13.txt,"It just says Invalid username or password every time I try to log in. Ive tried resetting my password multiple times, but it doesnt seem to be working.",Negative,Follow-up Needed,0
transcript_40.txt,"No, thats all. Thank you again.",Positive,Issue Resolved,2
transcript_143.txt,"Alright, thank you for your help.",Positive,Issue Resolved,2
transcript_17.txt,"When I try to log in, it says my username and password are incorrect. Ive tried resetting my password, but it doesnt seem to work.",Negative,Follow-up Needed,0
transcript_74.txt,That sounds great. I think Id prefer to see Dr. Smith tomorrow at 2 PM.,Positive,Issue Resolved,2
transcript_52.txt,"No, thats all. Thank you so much for your help. Youve been very helpful and efficient.",Positive,Issue Resolved,2
transcript_102.txt,"Well, Im trying to register for the first time, but it keeps saying that my member ID is invalid. Ive doublechecked that Ive entered it correctly.",Negative,Follow-up Needed,0
transcript_60.txt,Its claim number CLM987654.,Neutral,Issue Resolved,1
transcript_57.txt,Thank you.,Positive,Issue Resolved,2
transcript_64.txt,"Okay, Ill hold.",Neutral,Issue Resolved,1
transcript_143.txt,"No, thats all. Thank you.",Positive,Issue Resolved,2
transcript_32.txt,"Hi, Im calling about my recent copay for a doctors visit. I was charged 50, but my policy says it should be 20 or maybe even no copay at all. Can you help me figure out whats going on?",Negative,Follow-up Needed,0
transcript_179.txt,The visit was on January 10th and the doctors name is Dr. Smith.,Neutral,Issue Resolved,1
transcript_162.txt,"Okay, let me try that. pause Ive cleared my browsers cache and cookies, but Im still having the same issue.",Neutral,Follow-up Needed,1
transcript_183.txt,"Hi, Im calling about a denied claim I received for my recent medical service. I dont understand why it was denied when Ive been paying my premiums on time.",Negative,Follow-up Needed,0
transcript_67.txt,My email address is johndoeexample.com.,Neutral,Follow-up Needed,1
transcript_56.txt,"Okay, that sounds good. How long will it take to get a final decision?",Positive,Issue Resolved,2
transcript_41.txt,"Hi, Im calling about my recent copay for a doctors visit. I was charged 50, but my policy says I shouldnt have to pay anything for a primary care visit.",Negative,Issue Resolved,0
transcript_152.txt,"Alright, Ill send them over. But can you at least give me an estimate of how long itll take to resolve this issue?",Neutral,Follow-up Needed,1
transcript_193.txt,"Hi, Im calling about a denied claim I received. I dont understand why it was denied. My claim number is MEM123456.",Negative,Issue Resolved,0
transcript_196.txt,"That would be great, thank you.",Positive,Issue Resolved,2
transcript_37.txt,"Hi, Im calling about a denied claim. I received a letter stating that my policy doesnt cover the service, but Im pretty sure I switched to a new policy that does cover it. Can you help me figure out whats going on?",Negative,Issue Resolved,0
transcript_143.txt,It was on January 10th and it was a routine physical exam.,Neutral,Issue Resolved,1
transcript_144.txt,"No, thats all. Thank you again for your help. 0230",Positive,Follow-up Needed,2
transcript_187.txt,"Yes, of course. I had a minor surgery last month and when I submitted the claim, it was denied saying that the policy doesnt cover this type of service.",Negative,Issue Resolved,0
transcript_40.txt,"It was on February 10th, and the provider was Dr. Smith.",Neutral,Issue Resolved,1
transcript_159.txt,"Okay, great. Thank you for your help.",Positive,Issue Resolved,2
transcript_13.txt,"No, thats all. Thanks for your help, I guess.",Positive,Follow-up Needed,2
transcript_65.txt,"Okay, sounds good. But what about preventing this from happening in the future? I dont want to have to call every time I receive a bill.",Negative,Issue Resolved,0
transcript_139.txt,"That makes sense. So, what can be done to fix this?",Neutral,Issue Resolved,1
transcript_17.txt,"Okay, Ive tried that, but its still not working.",Negative,Follow-up Needed,0
transcript_51.txt,"Yes, I did receive the refund and everything looks good. Thank you again for your help.",Positive,Issue Resolved,2
transcript_16.txt,"Okay... pause Yeah, that worked! Im in. Thank you so much!",Positive,Follow-up Needed,2
transcript_189.txt,"Hi, Im having trouble registering and logging in to my online service account. My member ID is MEM456789.",Negative,Follow-up Needed,0
transcript_129.txt,"hesitant No, thats all. Thanks, I guess.",Neutral,Follow-up Needed,1
transcript_49.txt,"Okay, I was aware of that. But I was told by my doctors office that the procedure would be covered.",Neutral,Issue Resolved,1
transcript_22.txt,"Sure, thank you.",Positive,Issue Resolved,2
transcript_142.txt,"My date of birth is March 12, 1985, and my primary care physician is Dr. John Smith.",Neutral,Issue Resolved,1
transcript_111.txt,Thats not what I was told when I signed up for this policy. I was told it would be 10 or maybe even no copay at all. Can you check again?,Negative,Follow-up Needed,0
transcript_172.txt,"Sure, thank you.",Positive,Issue Resolved,2
transcript_81.txt,"You too, thank you. Bye.",Positive,Issue Resolved,2
transcript_14.txt,Its johndoeemail.com.,Neutral,Follow-up Needed,1
transcript_183.txt,I hope so. This has been a huge hassle and I just want to get this taken care of.,Negative,Follow-up Needed,0
transcript_44.txt,"pause Okay, Ive tried it on Firefox, and its still not working.",Negative,Follow-up Needed,0
transcript_55.txt,"No, thats all. Thank you again.",Positive,Issue Resolved,2
transcript_24.txt,"Hi, Im calling to schedule an appointment with a specialist. My name is Emily Wilson, and my member ID is MEM234567.",Neutral,Issue Resolved,1
transcript_38.txt,Sure. Ive been experiencing chronic knee pain for several years and my doctor has recommended a knee replacement surgery to alleviate the pain and improve my mobility.,Neutral,Issue Resolved,1
transcript_158.txt,"Hi, Im calling about my recent visit to the doctors office. I was charged a copay of 50, but Im certain my policy says I shouldnt have to pay anything for that service.",Negative,Issue Resolved,0
transcript_170.txt,"Yes. I went to see my primary care physician last week, and when I got the bill, I saw that I was charged 50 as a copay. But Ive checked my policy, and it says that I shouldnt have to pay anything for primary care visits.",Neutral,Issue Resolved,1
transcript_185.txt,My doctors name is Dr. Smith and the surgery is scheduled for April 15th.,Neutral,Issue Resolved,1
transcript_173.txt,"sighs Fine, Ill take Dr. Smith on Wednesday at 2 PM. But can you make sure that he knows Im coming in for a followup appointment for my high blood pressure?",Neutral,Follow-up Needed,1
transcript_69.txt,"Hi, Im having trouble logging in to my account on your website. My member ID is MEM123456. Can you help me?",Negative,Follow-up Needed,0
transcript_185.txt,"My date of birth is March 12, 1985, and Im looking to get preauthorization for a knee surgery.",Neutral,Issue Resolved,1
transcript_41.txt,"Thats great, thank you. How long will it take for the refund to be processed?",Positive,Issue Resolved,2
transcript_104.txt,"Great, thank you. Is there anything else I need to do?",Positive,Issue Resolved,2
transcript_75.txt,"No, thats all. Thank you again for your help.",Positive,Issue Resolved,2
transcript_50.txt,"Hi, Im calling about my recent copay for a service I received. I was charged 50, but I thought it was supposed to be 20 or maybe even no copay at all.",Negative,Issue Resolved,0
